Year,Day,Month,cap_doy,ID,sl,radius,Final.Age,hdate,cap_DATE,cap_DATE_noYear,cap_doy_corr,Increment,IW,hatch_DATE,hatch_DATE_noYear,age_DATE,age_DATE_noYear,HW
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,96,3.325,3/27/2012,27-Mar,7/1/2012,1-Jul,pre
2012,13,7,194,984,39.6,288,97,97,7/12/2012,12-Jul,195,96,4.81,4/6/2012,6-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,985,38.1,267,96,98,7/12/2012,12-Jul,195,96,3.335,4/7/2012,7-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,96,3.163,3/24/2012,24-Mar,6/28/2012,28-Jun,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,96,4.908,4/1/2012,1-Apr,7/6/2012,6-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,96,4.39,3/26/2012,26-Mar,6/30/2012,30-Jun,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,96,3.126,3/27/2012,27-Mar,7/1/2012,1-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,96,2.986,3/23/2012,23-Mar,6/27/2012,27-Jun,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,96,1.968,4/1/2012,1-Apr,7/6/2012,6-Jul,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,96,2.258,4/3/2012,3-Apr,7/8/2012,8-Jul,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,96,3.637,3/31/2012,31-Mar,7/5/2012,5-Jul,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,96,3.537,4/5/2012,5-Apr,7/10/2012,10-Jul,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,96,1.6,4/4/2012,4-Apr,7/9/2012,9-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,96,3.028,3/22/2012,22-Mar,6/26/2012,26-Jun,pre
2012,13,7,194,1002,37.9,306,97,97,7/12/2012,12-Jul,195,96,3.738,4/6/2012,6-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,96,2.392,3/30/2012,30-Mar,7/4/2012,4-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,96,2.861,3/15/2012,15-Mar,6/19/2012,19-Jun,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,96,3.037,4/2/2012,2-Apr,7/7/2012,7-Jul,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,96,3.201,4/1/2012,1-Apr,7/6/2012,6-Jul,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,96,3.227,3/24/2012,24-Mar,6/28/2012,28-Jun,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,96,2.651,3/28/2012,28-Mar,7/2/2012,2-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,97,2.101,3/27/2012,27-Mar,7/2/2012,2-Jul,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,97,3.571,3/29/2012,29-Mar,7/4/2012,4-Jul,pre
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,97,2.316,4/5/2012,5-Apr,7/11/2012,11-Jul,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,97,3.064,4/3/2012,3-Apr,7/9/2012,9-Jul,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,97,3.2,4/3/2012,3-Apr,7/9/2012,9-Jul,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,97,2.641,4/1/2012,1-Apr,7/7/2012,7-Jul,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,97,3.215,3/13/2012,13-Mar,6/18/2012,18-Jun,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,97,3.781,3/26/2012,26-Mar,7/1/2012,1-Jul,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,97,3.004,3/27/2012,27-Mar,7/2/2012,2-Jul,pre
2012,13,7,194,984,39.6,288,97,97,7/12/2012,12-Jul,195,97,4.767,4/6/2012,6-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,97,2.731,3/24/2012,24-Mar,6/29/2012,29-Jun,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,97,3.165,4/1/2012,1-Apr,7/7/2012,7-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,97,3.002,3/26/2012,26-Mar,7/1/2012,1-Jul,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,97,3.61,3/27/2012,27-Mar,7/2/2012,2-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,97,3.377,3/23/2012,23-Mar,6/28/2012,28-Jun,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,97,2.148,4/1/2012,1-Apr,7/7/2012,7-Jul,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,97,2.128,4/3/2012,3-Apr,7/9/2012,9-Jul,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,97,3.519,3/31/2012,31-Mar,7/6/2012,6-Jul,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,97,3.212,4/5/2012,5-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,97,2.708,4/4/2012,4-Apr,7/10/2012,10-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,97,3.278,3/22/2012,22-Mar,6/27/2012,27-Jun,pre
2012,13,7,194,1002,37.9,306,97,97,7/12/2012,12-Jul,195,97,3.496,4/6/2012,6-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,97,3.45,3/30/2012,30-Mar,7/5/2012,5-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,97,3,3/15/2012,15-Mar,6/20/2012,20-Jun,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,97,3.253,4/2/2012,2-Apr,7/8/2012,8-Jul,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,97,2.744,4/1/2012,1-Apr,7/7/2012,7-Jul,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,97,3.874,3/24/2012,24-Mar,6/29/2012,29-Jun,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,97,2.567,3/28/2012,28-Mar,7/3/2012,3-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,98,1.694,3/27/2012,27-Mar,7/3/2012,3-Jul,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,98,3.481,3/29/2012,29-Mar,7/5/2012,5-Jul,pre
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,98,2.168,4/5/2012,5-Apr,7/12/2012,12-Jul,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,98,2.767,4/3/2012,3-Apr,7/10/2012,10-Jul,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,98,2.402,4/3/2012,3-Apr,7/10/2012,10-Jul,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,98,1.926,4/1/2012,1-Apr,7/8/2012,8-Jul,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,98,2.654,3/13/2012,13-Mar,6/19/2012,19-Jun,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,98,3.689,3/26/2012,26-Mar,7/2/2012,2-Jul,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,98,4.485,3/27/2012,27-Mar,7/3/2012,3-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,98,3.211,3/24/2012,24-Mar,6/30/2012,30-Jun,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,98,3.005,4/1/2012,1-Apr,7/8/2012,8-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,98,2.893,3/26/2012,26-Mar,7/2/2012,2-Jul,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,98,2.439,3/27/2012,27-Mar,7/3/2012,3-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,98,3.146,3/23/2012,23-Mar,6/29/2012,29-Jun,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,98,2.894,4/1/2012,1-Apr,7/8/2012,8-Jul,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,98,2.656,4/3/2012,3-Apr,7/10/2012,10-Jul,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,98,3.959,3/31/2012,31-Mar,7/7/2012,7-Jul,pre
2012,13,7,194,998,33.5,240,98,96,7/12/2012,12-Jul,195,98,3.179,4/5/2012,5-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,98,2.73,4/4/2012,4-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,98,3.744,3/22/2012,22-Mar,6/28/2012,28-Jun,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,98,2.638,3/30/2012,30-Mar,7/6/2012,6-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,98,2.532,3/15/2012,15-Mar,6/21/2012,21-Jun,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,98,3.327,4/2/2012,2-Apr,7/9/2012,9-Jul,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,98,3.564,4/1/2012,1-Apr,7/8/2012,8-Jul,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,98,3.27,3/24/2012,24-Mar,6/30/2012,30-Jun,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,98,2.446,3/28/2012,28-Mar,7/4/2012,4-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,99,2.105,3/27/2012,27-Mar,7/4/2012,4-Jul,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,99,4.408,3/29/2012,29-Mar,7/6/2012,6-Jul,pre
2012,14,7,195,973,39.9,255,99,96,7/13/2012,13-Jul,196,99,2.465,4/5/2012,5-Apr,7/13/2012,13-Jul,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,99,2.499,4/3/2012,3-Apr,7/11/2012,11-Jul,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,99,1.911,4/3/2012,3-Apr,7/11/2012,11-Jul,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,99,2.166,4/1/2012,1-Apr,7/9/2012,9-Jul,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,99,2.302,3/13/2012,13-Mar,6/20/2012,20-Jun,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,99,3.77,3/26/2012,26-Mar,7/3/2012,3-Jul,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,99,3.392,3/27/2012,27-Mar,7/4/2012,4-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,99,2.629,3/24/2012,24-Mar,7/1/2012,1-Jul,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,99,4.138,4/1/2012,1-Apr,7/9/2012,9-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,99,2.68,3/26/2012,26-Mar,7/3/2012,3-Jul,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,99,2.232,3/27/2012,27-Mar,7/4/2012,4-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,99,2.841,3/23/2012,23-Mar,6/30/2012,30-Jun,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,99,2.456,4/1/2012,1-Apr,7/9/2012,9-Jul,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,99,2.005,4/3/2012,3-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,99,4.59,3/31/2012,31-Mar,7/8/2012,8-Jul,pre
2012,13,7,194,999,35.1,238,99,95,7/12/2012,12-Jul,195,99,2.069,4/4/2012,4-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,99,3.627,3/22/2012,22-Mar,6/29/2012,29-Jun,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,99,2.636,3/30/2012,30-Mar,7/7/2012,7-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,99,3.16,3/15/2012,15-Mar,6/22/2012,22-Jun,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,99,3.091,4/2/2012,2-Apr,7/10/2012,10-Jul,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,99,2.58,4/1/2012,1-Apr,7/9/2012,9-Jul,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,99,3.664,3/24/2012,24-Mar,7/1/2012,1-Jul,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,99,2.68,3/28/2012,28-Mar,7/5/2012,5-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,100,2.15,3/27/2012,27-Mar,7/5/2012,5-Jul,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,100,2.754,3/29/2012,29-Mar,7/7/2012,7-Jul,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,100,2.937,4/3/2012,3-Apr,7/12/2012,12-Jul,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,100,1.935,4/3/2012,3-Apr,7/12/2012,12-Jul,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,100,2.097,4/1/2012,1-Apr,7/10/2012,10-Jul,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,100,4.075,3/13/2012,13-Mar,6/21/2012,21-Jun,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,100,4.811,3/26/2012,26-Mar,7/4/2012,4-Jul,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,100,3.786,3/27/2012,27-Mar,7/5/2012,5-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,100,3.471,3/24/2012,24-Mar,7/2/2012,2-Jul,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,100,3.004,4/1/2012,1-Apr,7/10/2012,10-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,100,2.986,3/26/2012,26-Mar,7/4/2012,4-Jul,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,100,2.628,3/27/2012,27-Mar,7/5/2012,5-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,100,2.581,3/23/2012,23-Mar,7/1/2012,1-Jul,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,100,2.172,4/1/2012,1-Apr,7/10/2012,10-Jul,pre
2012,13,7,194,993,41.6,278,100,94,7/12/2012,12-Jul,195,100,2.705,4/3/2012,3-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,100,2.86,3/31/2012,31-Mar,7/9/2012,9-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,100,2.646,3/22/2012,22-Mar,6/30/2012,30-Jun,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,100,2.429,3/30/2012,30-Mar,7/8/2012,8-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,100,2.302,3/15/2012,15-Mar,6/23/2012,23-Jun,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,100,3.418,4/2/2012,2-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,100,3.096,4/1/2012,1-Apr,7/10/2012,10-Jul,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,100,3.785,3/24/2012,24-Mar,7/2/2012,2-Jul,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,100,2.728,3/28/2012,28-Mar,7/6/2012,6-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,101,2.731,3/27/2012,27-Mar,7/6/2012,6-Jul,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,101,2.534,3/29/2012,29-Mar,7/8/2012,8-Jul,pre
2012,14,7,195,974,43.7,274,101,94,7/13/2012,13-Jul,196,101,2.669,4/3/2012,3-Apr,7/13/2012,13-Jul,pre
2012,14,7,195,976,39.2,232,101,94,7/13/2012,13-Jul,196,101,1.517,4/3/2012,3-Apr,7/13/2012,13-Jul,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,101,2.196,4/1/2012,1-Apr,7/11/2012,11-Jul,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,101,3.889,3/13/2012,13-Mar,6/22/2012,22-Jun,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,101,3.415,3/26/2012,26-Mar,7/5/2012,5-Jul,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,101,3.555,3/27/2012,27-Mar,7/6/2012,6-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,101,3.19,3/24/2012,24-Mar,7/3/2012,3-Jul,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,101,3.32,4/1/2012,1-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,101,2.628,3/26/2012,26-Mar,7/5/2012,5-Jul,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,101,2.209,3/27/2012,27-Mar,7/6/2012,6-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,101,3.317,3/23/2012,23-Mar,7/2/2012,2-Jul,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,101,1.85,4/1/2012,1-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,101,3.363,3/31/2012,31-Mar,7/10/2012,10-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,101,3.877,3/22/2012,22-Mar,7/1/2012,1-Jul,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,101,2.429,3/30/2012,30-Mar,7/9/2012,9-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,101,1.861,3/15/2012,15-Mar,6/24/2012,24-Jun,pre
2012,13,7,194,1007,37.2,236,101,93,7/12/2012,12-Jul,195,101,2.971,4/2/2012,2-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,101,3.164,4/1/2012,1-Apr,7/11/2012,11-Jul,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,101,3.397,3/24/2012,24-Mar,7/3/2012,3-Jul,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,101,2.598,3/28/2012,28-Mar,7/7/2012,7-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,102,2.731,3/27/2012,27-Mar,7/7/2012,7-Jul,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,102,3.487,3/29/2012,29-Mar,7/9/2012,9-Jul,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,102,1.954,4/1/2012,1-Apr,7/12/2012,12-Jul,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,102,4.615,3/13/2012,13-Mar,6/23/2012,23-Jun,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,102,3.056,3/26/2012,26-Mar,7/6/2012,6-Jul,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,102,3.559,3/27/2012,27-Mar,7/7/2012,7-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,102,3.178,3/24/2012,24-Mar,7/4/2012,4-Jul,pre
2012,13,7,194,987,39.1,250,102,92,7/12/2012,12-Jul,195,102,2.523,4/1/2012,1-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,102,2.391,3/26/2012,26-Mar,7/6/2012,6-Jul,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,102,3.216,3/27/2012,27-Mar,7/7/2012,7-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,102,2.758,3/23/2012,23-Mar,7/3/2012,3-Jul,pre
2012,13,7,194,992,40.3,250,102,92,7/12/2012,12-Jul,195,102,2.39,4/1/2012,1-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,102,3.058,3/31/2012,31-Mar,7/11/2012,11-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,102,4.672,3/22/2012,22-Mar,7/2/2012,2-Jul,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,102,2.055,3/30/2012,30-Mar,7/10/2012,10-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,102,2.066,3/15/2012,15-Mar,6/25/2012,25-Jun,pre
2012,13,7,194,1009,38.9,277,102,92,7/12/2012,12-Jul,195,102,3.613,4/1/2012,1-Apr,7/12/2012,12-Jul,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,102,3.291,3/24/2012,24-Mar,7/4/2012,4-Jul,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,102,2.868,3/28/2012,28-Mar,7/8/2012,8-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,103,2.105,3/27/2012,27-Mar,7/8/2012,8-Jul,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,103,3.48,3/29/2012,29-Mar,7/10/2012,10-Jul,pre
2012,14,7,195,977,38,236,103,92,7/13/2012,13-Jul,196,103,1.926,4/1/2012,1-Apr,7/13/2012,13-Jul,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,103,4.363,3/13/2012,13-Mar,6/24/2012,24-Jun,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,103,2.775,3/26/2012,26-Mar,7/7/2012,7-Jul,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,103,3.784,3/27/2012,27-Mar,7/8/2012,8-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,103,2.641,3/24/2012,24-Mar,7/5/2012,5-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,103,2.614,3/26/2012,26-Mar,7/7/2012,7-Jul,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,103,2.525,3/27/2012,27-Mar,7/8/2012,8-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,103,1.885,3/23/2012,23-Mar,7/4/2012,4-Jul,pre
2012,13,7,194,996,39.4,258,103,91,7/12/2012,12-Jul,195,103,3.284,3/31/2012,31-Mar,7/12/2012,12-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,103,4.389,3/22/2012,22-Mar,7/3/2012,3-Jul,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,103,2.429,3/30/2012,30-Mar,7/11/2012,11-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,103,2.453,3/15/2012,15-Mar,6/26/2012,26-Jun,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,103,3.368,3/24/2012,24-Mar,7/5/2012,5-Jul,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,103,3.111,3/28/2012,28-Mar,7/9/2012,9-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,104,3.89,3/27/2012,27-Mar,7/9/2012,9-Jul,pre
2012,14,7,195,972,44,285,106,89,7/13/2012,13-Jul,196,104,3.666,3/29/2012,29-Mar,7/11/2012,11-Jul,pre
2012,14,7,195,978,52.9,327,122,73,7/13/2012,13-Jul,196,104,4.257,3/13/2012,13-Mar,6/25/2012,25-Jun,pre
2012,14,7,195,979,45.7,307,109,86,7/13/2012,13-Jul,196,104,2.876,3/26/2012,26-Mar,7/8/2012,8-Jul,pre
2012,14,7,195,983,42.5,274,108,87,7/13/2012,13-Jul,196,104,3.237,3/27/2012,27-Mar,7/9/2012,9-Jul,pre
2012,13,7,194,986,39.8,262,110,84,7/12/2012,12-Jul,195,104,3.608,3/24/2012,24-Mar,7/6/2012,6-Jul,pre
2012,13,7,194,988,40.9,293,108,86,7/12/2012,12-Jul,195,104,3.726,3/26/2012,26-Mar,7/8/2012,8-Jul,pre
2012,13,7,194,989,38.6,274,107,87,7/12/2012,12-Jul,195,104,2.033,3/27/2012,27-Mar,7/9/2012,9-Jul,pre
2012,13,7,194,991,41.8,279,111,83,7/12/2012,12-Jul,195,104,2.314,3/23/2012,23-Mar,7/5/2012,5-Jul,pre
2012,13,7,194,1001,48.7,285,112,82,7/12/2012,12-Jul,195,104,4.531,3/22/2012,22-Mar,7/4/2012,4-Jul,pre
2012,13,7,194,1003,41.6,282,104,90,7/12/2012,12-Jul,195,104,3.269,3/30/2012,30-Mar,7/12/2012,12-Jul,pre
2012,13,7,194,1006,45.2,322,119,75,7/12/2012,12-Jul,195,104,2.672,3/15/2012,15-Mar,6/27/2012,27-Jun,pre
2012,13,7,194,1010,41.9,285,110,84,7/12/2012,12-Jul,195,104,3.859,3/24/2012,24-Mar,7/6/2012,6-Jul,pre
2012,13,7,194,1013,36.1,242,106,88,7/12/2012,12-Jul,195,104,2.921,3/28/2012,28-Mar,7/10/2012,10-Jul,pre
2012,14,7,195,971,37,240,108,87,7/13/2012,13-Jul,196,105,3.952,3/27/2012,27-Mar,7/10/2012,10-Jul,pre
