Year,ID,sl,radius,Increment,IW,Final.Age,bcSL,bc_gr,hdate,hatch_DATE,hatch_DATE_noYear,age_DATE,age_DATE_noYear,HW
2007,770,42,253,63,3.716,101,26.0146014,0.578535794,101,4/11/2007,11-Apr,6/13/2007,13-Jun,pre
2007,771,48,338,63,3.396,108,21.37058848,0.454209077,94,4/4/2007,4-Apr,6/6/2007,6-Jun,pre
2007,772,44,298,63,2.555,99,26.62315138,0.353632461,103,4/13/2007,13-Apr,6/15/2007,15-Jun,pre
2007,773,44,295,63,2.337,94,27.56898309,0.326844163,108,4/18/2007,18-Apr,6/20/2007,20-Jun,pre
2007,774,41,264,63,1.997,94,25.0920449,0.289723542,108,4/18/2007,18-Apr,6/20/2007,20-Jun,pre
2007,775,43,292,63,3.78,101,24.69809473,0.520923172,101,4/11/2007,11-Apr,6/13/2007,13-Jun,pre
2007,745,49,366,64,4.237,118,20.47718804,0.53417708,84,3/25/2007,25-Mar,5/28/2007,28-May,pre
2007,746,46,360,64,4.212,99,24.10391863,0.50415616,103,4/13/2007,13-Apr,6/16/2007,16-Jun,pre
2007,747,48,360,64,4.431,98,30.77880159,0.55556702,104,4/14/2007,14-Apr,6/17/2007,17-Jun,pre
2007,748,44,337,64,4.042,109,22.71429595,0.493067434,93,4/3/2007,3-Apr,6/6/2007,6-Jun,pre
2007,750,47,333,64,5.411,98,25.82469857,0.718191515,104,4/14/2007,14-Apr,6/17/2007,17-Jun,pre
2007,751,40,256,64,3.058,88,29.10742264,0.445635908,114,4/24/2007,24-Apr,6/27/2007,27-Jun,pre
2007,752,48,315,64,4.763,111,25.33565383,0.684815971,91,4/1/2007,1-Apr,6/4/2007,4-Jun,pre
2007,753,43,310,64,4.744,100,25.40605124,0.614767051,102,4/12/2007,12-Apr,6/15/2007,15-Jun,pre
2007,756,43,295,64,3.511,106,22.32997049,0.478789204,96,4/6/2007,6-Apr,6/9/2007,9-Jun,pre
2007,757,46,287,64,5.333,96,28.16436977,0.805533672,106,4/16/2007,16-Apr,6/19/2007,19-Jun,pre
2007,758,44,272,64,3.593,104,24.99484666,0.546332205,98,4/8/2007,8-Apr,6/11/2007,11-Jun,pre
2007,759,42,271,64,4.235,82,32.99497223,0.614160442,120,4/30/2007,30-Apr,7/3/2007,3-Jul,pre
2007,760,41,265,64,3.324,88,28.37928423,0.480365264,114,4/24/2007,24-Apr,6/27/2007,27-Jun,pre
2007,761,44,265,64,3.616,96,23.77040683,0.564822862,106,4/16/2007,16-Apr,6/19/2007,19-Jun,pre
2007,762,41,280,64,4.056,93,28.09408199,0.55378955,109,4/19/2007,19-Apr,6/22/2007,22-Jun,pre
2007,763,40,299,64,4.658,88,26.47853855,0.57839317,114,4/24/2007,24-Apr,6/27/2007,27-Jun,pre
2007,764,40,282,64,3.787,91,25.36806914,0.499446772,111,4/21/2007,21-Apr,6/24/2007,24-Jun,pre
2007,765,41,280,64,3.517,82,30.02142255,0.480196708,120,4/30/2007,30-Apr,7/3/2007,3-Jul,pre
2007,766,47,350,64,3.487,111,23.38202028,0.439796727,91,4/1/2007,1-Apr,6/4/2007,4-Jun,pre
2007,767,40,265,64,4.281,96,23.43428274,0.601988316,106,4/16/2007,16-Apr,6/19/2007,19-Jun,pre
2007,768,45,310,64,3.281,97,27.23779141,0.446929403,105,4/15/2007,15-Apr,6/18/2007,18-Jun,pre
2007,769,45,310,64,5.429,108,24.06596844,0.739524452,94,4/4/2007,4-Apr,6/7/2007,7-Jun,pre
2007,770,42,253,64,3.19,101,26.51124542,0.496644021,101,4/11/2007,11-Apr,6/14/2007,14-Jun,pre
2007,771,48,338,64,3.469,108,21.83456118,0.4639727,94,4/4/2007,4-Apr,6/7/2007,7-Jun,pre
2007,772,44,298,64,2.127,99,26.91754521,0.294393834,103,4/13/2007,13-Apr,6/16/2007,16-Jun,pre
2007,773,44,295,64,2.762,94,27.95526618,0.386283089,108,4/18/2007,18-Apr,6/21/2007,21-Jun,pre
2007,774,41,264,64,1.942,94,25.37378907,0.281744175,108,4/18/2007,18-Apr,6/21/2007,21-Jun,pre
2007,775,43,292,64,2.786,101,25.08203441,0.383939671,101,4/11/2007,11-Apr,6/14/2007,14-Jun,pre
2007,745,49,366,65,2.986,118,20.85364609,0.376458051,84,3/25/2007,25-Mar,5/29/2007,29-May,pre
2007,746,46,360,65,3.753,99,24.5531347,0.449216066,103,4/13/2007,13-Apr,6/17/2007,17-Jun,pre
2007,747,48,360,65,4.183,98,31.30327391,0.524472318,104,4/14/2007,14-Apr,6/18/2007,18-Jun,pre
2007,748,44,337,65,4.017,109,23.20431373,0.490017784,93,4/3/2007,3-Apr,6/7/2007,7-Jun,pre
2007,750,47,333,65,4.435,98,26.4133475,0.588648931,104,4/14/2007,14-Apr,6/18/2007,18-Jun,pre
2007,751,40,256,65,3.421,88,29.60595777,0.498535134,114,4/24/2007,24-Apr,6/28/2007,28-Jun,pre
2007,752,48,315,65,3.676,111,25.8641828,0.528528976,91,4/1/2007,1-Apr,6/5/2007,5-Jun,pre
2007,753,43,310,65,3.994,100,25.92362704,0.517575801,102,4/12/2007,12-Apr,6/16/2007,16-Jun,pre
2007,756,43,295,65,2.457,106,22.66502748,0.335056985,96,4/6/2007,6-Apr,6/10/2007,10-Jun,pre
2007,757,46,287,65,4.043,96,28.77505281,0.610683037,106,4/16/2007,16-Apr,6/20/2007,20-Jun,pre
2007,758,44,272,65,2.706,104,25.40630643,0.411459768,98,4/8/2007,8-Apr,6/12/2007,12-Jun,pre
2007,759,42,271,65,3.253,82,33.46672286,0.47175063,120,4/30/2007,30-Apr,7/4/2007,4-Jul,pre
2007,760,41,265,65,2.172,88,28.69316912,0.313884884,114,4/24/2007,24-Apr,6/28/2007,28-Jun,pre
2007,761,44,265,65,3.998,96,24.39489847,0.624491649,106,4/16/2007,16-Apr,6/20/2007,20-Jun,pre
2007,762,41,280,65,3.715,93,28.6013128,0.507230813,109,4/19/2007,19-Apr,6/23/2007,23-Jun,pre
2007,763,40,299,65,2.915,88,26.84049993,0.361961376,114,4/24/2007,24-Apr,6/28/2007,28-Jun,pre
2007,764,40,282,65,6.246,91,26.19182001,0.823750869,111,4/21/2007,21-Apr,6/25/2007,25-Jun,pre
2007,765,41,280,65,5.025,82,30.70751537,0.686092823,120,4/30/2007,30-Apr,7/4/2007,4-Jul,pre
2007,766,47,350,65,2.902,111,23.74803407,0.366013795,91,4/1/2007,1-Apr,6/5/2007,5-Jun,pre
2007,767,40,265,65,4.33,96,24.04316137,0.608878629,106,4/16/2007,16-Apr,6/20/2007,20-Jun,pre
2007,768,45,310,65,2.914,97,27.63472901,0.396937604,105,4/15/2007,15-Apr,6/19/2007,19-Jun,pre
2007,769,45,310,65,4.225,108,24.6414871,0.575518661,94,4/4/2007,4-Apr,6/8/2007,8-Jun,pre
2007,770,42,253,65,3.824,101,27.1065955,0.595350074,101,4/11/2007,11-Apr,6/15/2007,15-Jun,pre
2007,771,48,338,65,3.724,108,22.33263969,0.498078505,94,4/4/2007,4-Apr,6/8/2007,8-Jun,pre
2007,772,44,298,65,2.362,99,27.24446493,0.326919716,103,4/13/2007,13-Apr,6/17/2007,17-Jun,pre
2007,773,44,295,65,1.958,94,28.22910481,0.273838627,108,4/18/2007,18-Apr,6/22/2007,22-Jun,pre
2007,774,41,264,65,2.455,94,25.72995897,0.356169902,108,4/18/2007,18-Apr,6/22/2007,22-Jun,pre
2007,775,43,292,65,2.845,101,25.47410489,0.392070483,101,4/11/2007,11-Apr,6/15/2007,15-Jun,pre
2007,745,49,366,66,3.894,118,21.34457966,0.490933573,84,3/25/2007,25-Mar,5/30/2007,30-May,pre
2007,746,46,360,66,5.008,99,25.15256823,0.599433535,103,4/13/2007,13-Apr,6/18/2007,18-Jun,pre
2007,747,48,360,66,4.259,98,31.83727525,0.53400134,104,4/14/2007,14-Apr,6/19/2007,19-Jun,pre
2007,748,44,337,66,3.905,109,23.68066908,0.476355351,93,4/3/2007,3-Apr,6/8/2007,8-Jun,pre
2007,750,47,333,66,4.982,98,27.07459868,0.661251178,104,4/14/2007,14-Apr,6/19/2007,19-Jun,pre
2007,751,40,256,66,2.479,88,29.96721723,0.361259456,114,4/24/2007,24-Apr,6/29/2007,29-Jun,pre
2007,752,48,315,66,2.89,111,26.27970205,0.415519244,91,4/1/2007,1-Apr,6/6/2007,6-Jun,pre
2007,753,43,310,66,4.037,100,26.44677514,0.523148099,102,4/12/2007,12-Apr,6/17/2007,17-Jun,pre
2007,756,43,295,66,3.138,106,23.09295129,0.427923817,96,4/6/2007,6-Apr,6/11/2007,11-Jun,pre
2007,757,46,287,66,4.156,96,29.40280416,0.627751348,106,4/16/2007,16-Apr,6/21/2007,21-Jun,pre
2007,758,44,272,66,3.183,104,25.89029625,0.483989816,98,4/8/2007,8-Apr,6/13/2007,13-Jun,pre
2007,759,42,271,66,4.204,82,34.07638767,0.609664816,120,4/30/2007,30-Apr,7/5/2007,5-Jul,pre
2007,760,41,265,66,2.884,88,29.10994812,0.416779007,114,4/24/2007,24-Apr,6/29/2007,29-Jun,pre
2007,761,44,265,66,2.666,96,24.81133037,0.4164319,106,4/16/2007,16-Apr,6/21/2007,21-Jun,pre
2007,762,41,280,66,5.07,93,29.29354974,0.692236938,109,4/19/2007,19-Apr,6/24/2007,24-Jun,pre
2007,763,40,299,66,4.087,88,27.34799089,0.507490958,114,4/24/2007,24-Apr,6/29/2007,29-Jun,pre
2007,764,40,282,66,4.829,91,26.82869048,0.636870468,111,4/21/2007,21-Apr,6/26/2007,26-Jun,pre
2007,765,41,280,66,4.82,82,31.36561833,0.658102967,120,4/30/2007,30-Apr,7/5/2007,5-Jul,pre
2007,766,47,350,66,2.542,111,24.06864299,0.320608913,91,4/1/2007,1-Apr,6/6/2007,6-Jun,pre
2007,767,40,265,66,3.303,96,24.50762467,0.464463305,106,4/16/2007,16-Apr,6/21/2007,21-Jun,pre
2007,768,45,310,66,2.696,97,28.00197121,0.367242204,105,4/15/2007,15-Apr,6/20/2007,20-Jun,pre
2007,769,45,310,66,3.813,108,25.16088418,0.519397078,94,4/4/2007,4-Apr,6/9/2007,9-Jun,pre
2007,770,42,253,66,3.017,101,27.57630553,0.469710035,101,4/11/2007,11-Apr,6/16/2007,16-Jun,pre
2007,771,48,338,66,3.163,108,22.75568542,0.423045734,94,4/4/2007,4-Apr,6/9/2007,9-Jun,pre
2007,772,44,298,66,2.723,99,27.62134993,0.376885007,103,4/13/2007,13-Apr,6/18/2007,18-Jun,pre
2007,773,44,295,66,3.065,94,28.65776435,0.428659547,108,4/18/2007,18-Apr,6/23/2007,23-Jun,pre
2007,774,41,264,66,1.954,94,26.0134441,0.283485128,108,4/18/2007,18-Apr,6/23/2007,23-Jun,pre
2007,775,43,292,66,2.232,101,25.78169762,0.30759273,101,4/11/2007,11-Apr,6/16/2007,16-Jun,pre
2007,745,49,366,67,3.957,118,21.84345592,0.498876258,84,3/25/2007,25-Mar,5/31/2007,31-May,pre
2007,746,46,360,67,4.593,99,25.70232826,0.54976003,103,4/13/2007,13-Apr,6/19/2007,19-Jun,pre
2007,747,48,360,67,4.144,98,32.35685768,0.519582426,104,4/14/2007,14-Apr,6/20/2007,20-Jun,pre
2007,748,44,337,67,3.352,109,24.08956617,0.40889709,93,4/3/2007,3-Apr,6/9/2007,9-Jun,pre
2007,750,47,333,67,4.046,98,27.61161639,0.537017717,104,4/14/2007,14-Apr,6/20/2007,20-Jun,pre
2007,751,40,256,67,1.822,88,30.23273345,0.265516228,114,4/24/2007,24-Apr,6/30/2007,30-Jun,pre
2007,752,48,315,67,2.702,111,26.66819097,0.388488926,91,4/1/2007,1-Apr,6/7/2007,7-Jun,pre
2007,753,43,310,67,5.405,100,27.14720007,0.700424939,102,4/12/2007,12-Apr,6/18/2007,18-Jun,pre
2007,756,43,295,67,3.304,106,23.54351225,0.45056096,96,4/6/2007,6-Apr,6/12/2007,12-Jun,pre
2007,757,46,287,67,3.549,96,29.93886998,0.536065817,106,4/16/2007,16-Apr,6/22/2007,22-Jun,pre
2007,758,44,272,67,3.925,104,26.48711058,0.596814334,98,4/8/2007,8-Apr,6/14/2007,14-Jun,pre
2007,759,42,271,67,3.318,82,34.55756461,0.481176941,120,4/30/2007,30-Apr,7/6/2007,6-Jul,pre
2007,760,41,265,67,3.324,88,29.59031339,0.480365264,114,4/24/2007,24-Apr,6/30/2007,30-Jun,pre
2007,761,44,265,67,3.204,96,25.31179842,0.500468045,106,4/16/2007,16-Apr,6/22/2007,22-Jun,pre
2007,762,41,280,67,4.756,93,29.94291441,0.64936467,109,4/19/2007,19-Apr,6/25/2007,25-Jun,pre
2007,763,40,299,67,5.176,88,27.99070515,0.642714265,114,4/24/2007,24-Apr,6/30/2007,30-Jun,pre
2007,764,40,282,67,5.871,91,27.60298464,0.774294164,111,4/21/2007,21-Apr,6/27/2007,27-Jun,pre
2007,765,41,280,67,3.294,82,31.81536754,0.449749206,120,4/30/2007,30-Apr,7/6/2007,6-Jul,pre
2007,766,47,350,67,3.155,111,24.46656632,0.397923336,91,4/1/2007,1-Apr,6/7/2007,7-Jun,pre
2007,767,40,265,67,2.763,96,24.89615392,0.38852925,106,4/16/2007,16-Apr,6/22/2007,22-Jun,pre
2007,768,45,310,67,2.786,97,28.38147299,0.379501773,105,4/15/2007,15-Apr,6/21/2007,21-Jun,pre
2007,769,45,310,67,3.334,108,25.61503311,0.454148927,94,4/4/2007,4-Apr,6/10/2007,10-Jun,pre
2007,770,42,253,67,2.541,101,27.97190818,0.395602651,101,4/11/2007,11-Apr,6/17/2007,17-Jun,pre
2007,771,48,338,67,3.019,108,23.15947141,0.403785985,94,4/4/2007,4-Apr,6/10/2007,10-Jun,pre
2007,772,44,298,67,2.658,99,27.98923842,0.367888486,103,4/13/2007,13-Apr,6/19/2007,19-Jun,pre
2007,773,44,295,67,2.064,94,28.94642775,0.288663394,108,4/18/2007,18-Apr,6/24/2007,24-Jun,pre
2007,774,41,264,67,2.618,94,26.39326194,0.379817843,108,4/18/2007,18-Apr,6/24/2007,24-Jun,pre
2007,775,43,292,67,2.53,101,26.13035784,0.348660219,101,4/11/2007,11-Apr,6/17/2007,17-Jun,pre
2007,745,49,366,68,4.479,118,22.408143,0.564687076,84,3/25/2007,25-Mar,6/1/2007,1-Jun,pre
2007,746,46,360,68,4.493,99,26.24011877,0.53779051,103,4/13/2007,13-Apr,6/20/2007,20-Jun,pre
2007,747,48,360,68,3.615,98,32.8101131,0.453255422,104,4/14/2007,14-Apr,6/21/2007,21-Jun,pre
2007,748,44,337,68,4.909,109,24.68839547,0.598829301,93,4/3/2007,3-Apr,6/10/2007,10-Jun,pre
2007,750,47,333,68,3.541,98,28.08160644,0.469990049,104,4/14/2007,14-Apr,6/21/2007,21-Jun,pre
2007,751,40,256,68,2.173,88,30.54940017,0.316666719,114,4/24/2007,24-Apr,7/1/2007,1-Jul,pre
2007,752,48,315,68,2.49,111,27.0261989,0.35800793,91,4/1/2007,1-Apr,6/8/2007,8-Jun,pre
2007,753,43,310,68,2.35,100,27.45173266,0.304532582,102,4/12/2007,12-Apr,6/19/2007,19-Jun,pre
2007,756,43,295,68,4.588,106,24.16917015,0.625657895,96,4/6/2007,6-Apr,6/13/2007,13-Jun,pre
2007,757,46,287,68,4.549,96,30.6259828,0.687112821,106,4/16/2007,16-Apr,6/23/2007,23-Jun,pre
2007,758,44,272,68,2.808,104,26.91407992,0.426969338,98,4/8/2007,8-Apr,6/15/2007,15-Jun,pre
2007,759,42,271,68,3.571,82,35.07543166,0.517867045,120,4/30/2007,30-Apr,7/7/2007,7-Jul,pre
2007,760,41,265,68,3.872,88,30.14987244,0.559559056,114,4/24/2007,24-Apr,7/1/2007,1-Jul,pre
2007,761,44,265,68,5.146,96,26.11560883,0.803810412,106,4/16/2007,16-Apr,6/23/2007,23-Jun,pre
2007,762,41,280,68,5.01,93,30.6269592,0.684044785,109,4/19/2007,19-Apr,6/26/2007,26-Jun,pre
2007,763,40,299,68,4.678,88,28.57158176,0.58087661,114,4/24/2007,24-Apr,7/1/2007,1-Jul,pre
2007,764,40,282,68,4.807,91,28.23695365,0.633969008,111,4/21/2007,21-Apr,6/28/2007,28-Jun,pre
2007,765,41,280,68,3.425,82,32.28300295,0.467635407,120,4/30/2007,30-Apr,7/7/2007,7-Jul,pre
2007,766,47,350,68,3.51,111,24.90926392,0.442697594,91,4/1/2007,1-Apr,6/8/2007,8-Jun,pre
2007,767,40,265,68,2.343,96,25.22562335,0.329469429,106,4/16/2007,16-Apr,6/23/2007,23-Jun,pre
2007,768,45,310,68,2.696,97,28.74871519,0.367242204,105,4/15/2007,15-Apr,6/22/2007,22-Jun,pre
2007,769,45,310,68,4.289,108,26.19926969,0.584236577,94,4/4/2007,4-Apr,6/11/2007,11-Jun,pre
2007,770,42,253,68,2.424,101,28.34929537,0.377387181,101,4/11/2007,11-Apr,6/18/2007,18-Jun,pre
2007,771,48,338,68,3.144,108,23.57997592,0.420504517,94,4/4/2007,4-Apr,6/11/2007,11-Jun,pre
2007,772,44,298,68,2.952,99,28.39781886,0.40858044,103,4/13/2007,13-Apr,6/20/2007,20-Jun,pre
2007,773,44,295,68,2.565,94,29.30515915,0.358731399,108,4/18/2007,18-Apr,6/25/2007,25-Jun,pre
2007,774,41,264,68,2.743,94,26.79121471,0.397952767,108,4/18/2007,18-Apr,6/25/2007,25-Jun,pre
2007,775,43,292,68,2.1,101,26.4197596,0.289401762,101,4/11/2007,11-Apr,6/18/2007,18-Jun,pre
2007,745,49,366,69,3.701,118,22.87474422,0.466601221,84,3/25/2007,25-Mar,6/2/2007,2-Jun,pre
2007,746,46,360,69,4.052,99,26.7251237,0.485004929,103,4/13/2007,13-Apr,6/21/2007,21-Jun,pre
2007,747,48,360,69,3.732,98,33.2780382,0.4679251,104,4/14/2007,14-Apr,6/22/2007,22-Jun,pre
2007,748,44,337,69,3.907,109,25.1649948,0.476599323,93,4/3/2007,3-Apr,6/11/2007,11-Jun,pre
2007,750,47,333,69,5.776,98,28.8482437,0.766637255,104,4/14/2007,14-Apr,6/22/2007,22-Jun,pre
2007,751,40,256,69,1.924,88,30.82978065,0.280380473,114,4/24/2007,24-Apr,7/2/2007,2-Jul,pre
2007,752,48,315,69,3.289,111,27.49908568,0.472886779,91,4/1/2007,1-Apr,6/9/2007,9-Jun,pre
2007,753,43,310,69,4.923,100,28.08969602,0.637963362,102,4/12/2007,12-Apr,6/20/2007,20-Jun,pre
2007,756,43,295,69,4.096,106,24.72773483,0.558564677,96,4/6/2007,6-Apr,6/14/2007,14-Jun,pre
2007,757,46,287,69,4.056,96,31.23862945,0.612646648,106,4/16/2007,16-Apr,6/24/2007,24-Jun,pre
2007,758,44,272,69,2.25,104,27.25620278,0.342122867,98,4/8/2007,8-Apr,6/16/2007,16-Jun,pre
2007,759,42,271,69,3.066,82,35.52006352,0.444631857,120,4/30/2007,30-Apr,7/8/2007,8-Jul,pre
2007,760,41,265,69,4.07,88,30.73804531,0.588172871,114,4/24/2007,24-Apr,7/2/2007,2-Jul,pre
2007,761,44,265,69,4.117,96,26.7586884,0.64307957,106,4/16/2007,16-Apr,6/24/2007,24-Jun,pre
2007,762,41,280,69,3.583,93,31.11616727,0.489208077,109,4/19/2007,19-Apr,6/27/2007,27-Jun,pre
2007,763,40,299,69,4.541,88,29.13544681,0.563865046,114,4/24/2007,24-Apr,7/2/2007,2-Jul,pre
2007,764,40,282,69,4.451,91,28.82397176,0.58701811,111,4/21/2007,21-Apr,6/29/2007,29-Jun,pre
2007,765,41,280,69,3.791,82,32.80061049,0.517607541,120,4/30/2007,30-Apr,7/8/2007,8-Jul,pre
2007,766,47,350,69,3.875,111,25.39799701,0.488733099,91,4/1/2007,1-Apr,6/9/2007,9-Jun,pre
2007,767,40,265,69,3.418,96,25.7062578,0.480634446,106,4/16/2007,16-Apr,6/24/2007,24-Jun,pre
2007,768,45,310,69,3.375,97,29.20844903,0.459733842,105,4/15/2007,15-Apr,6/23/2007,23-Jun,pre
2007,769,45,310,69,2.985,108,26.60587873,0.406609042,94,4/4/2007,4-Apr,6/12/2007,12-Jun,pre
2007,770,42,253,69,4.249,101,29.01081275,0.661517381,101,4/11/2007,11-Apr,6/19/2007,19-Jun,pre
2007,771,48,338,69,3.231,108,24.01211654,0.432140615,94,4/4/2007,4-Apr,6/12/2007,12-Jun,pre
2007,772,44,298,69,2.82,99,28.78812944,0.390310583,103,4/13/2007,13-Apr,6/21/2007,21-Jun,pre
2007,773,44,295,69,2.625,94,29.67228192,0.367122776,108,4/18/2007,18-Apr,6/26/2007,26-Jun,pre
2007,774,41,264,69,2.016,94,27.08369476,0.29248005,108,4/18/2007,18-Apr,6/26/2007,26-Jun,pre
2007,775,43,292,69,2.154,101,26.71660312,0.296843522,101,4/11/2007,11-Apr,6/19/2007,19-Jun,pre
2007,745,49,366,70,2.55,118,23.19623385,0.321489628,84,3/25/2007,25-Mar,6/3/2007,3-Jun,pre
2007,746,46,360,70,4.81,99,27.30085759,0.575733887,103,4/13/2007,13-Apr,6/22/2007,22-Jun,pre
2007,747,48,360,70,3.536,98,33.72138845,0.443350255,104,4/14/2007,14-Apr,6/23/2007,23-Jun,pre
2007,748,44,337,70,2.358,109,25.4526378,0.287643001,93,4/3/2007,3-Apr,6/12/2007,12-Jun,pre
2007,750,47,333,70,6.078,98,29.65496483,0.806721128,104,4/14/2007,14-Apr,6/23/2007,23-Jun,pre
2007,751,40,256,70,1.73,88,31.08188991,0.252109261,114,4/24/2007,24-Apr,7/3/2007,3-Jul,pre
2007,752,48,315,70,3.169,111,27.95471907,0.455633385,91,4/1/2007,1-Apr,6/10/2007,10-Jun,pre
2007,753,43,310,70,2.001,100,28.34900227,0.259306254,102,4/12/2007,12-Apr,6/21/2007,21-Jun,pre
2007,756,43,295,70,4.096,106,25.2862995,0.558564677,96,4/6/2007,6-Apr,6/15/2007,15-Jun,pre
2007,757,46,287,70,3.631,96,31.78708112,0.548451671,106,4/16/2007,16-Apr,6/25/2007,25-Jun,pre
2007,758,44,272,70,2.012,104,27.56213666,0.30593387,98,4/8/2007,8-Apr,6/17/2007,17-Jun,pre
2007,759,42,271,70,3.665,82,36.05156246,0.531498942,120,4/30/2007,30-Apr,7/9/2007,9-Jul,pre
2007,760,41,265,70,4.739,88,31.4228982,0.684852884,114,4/24/2007,24-Apr,7/3/2007,3-Jul,pre
2007,761,44,265,70,4.738,96,27.4987688,0.740080399,106,4/16/2007,16-Apr,6/25/2007,25-Jun,pre
2007,762,41,280,70,3.575,93,31.60428306,0.488115789,109,4/19/2007,19-Apr,6/28/2007,28-Jun,pre
2007,763,40,299,70,5.617,88,29.83292092,0.697474116,114,4/24/2007,24-Apr,7/3/2007,3-Jul,pre
2007,764,40,282,70,3.886,91,29.3364751,0.512503342,111,4/21/2007,21-Apr,6/30/2007,30-Jun,pre
2007,765,41,280,70,3.582,82,33.28968203,0.489071541,120,4/30/2007,30-Apr,7/9/2007,9-Jul,pre
2007,766,47,350,70,3.257,111,25.80878507,0.410788053,91,4/1/2007,1-Apr,6/10/2007,10-Jun,pre
2007,767,40,265,70,3.179,96,26.15328439,0.447026596,106,4/16/2007,16-Apr,6/25/2007,25-Jun,pre
2007,768,45,310,70,3.004,97,29.6176462,0.409197173,105,4/15/2007,15-Apr,6/24/2007,24-Jun,pre
2007,769,45,310,70,3.288,108,27.05376165,0.447882925,94,4/4/2007,4-Apr,6/13/2007,13-Jun,pre
2007,770,42,253,70,2.948,101,29.46978033,0.458967578,101,4/11/2007,11-Apr,6/20/2007,20-Jun,pre
2007,771,48,338,70,2.595,108,24.35919326,0.347076724,94,4/4/2007,4-Apr,6/13/2007,13-Jun,pre
2007,772,44,298,70,3.249,99,29.23781706,0.449687619,103,4/13/2007,13-Apr,6/22/2007,22-Jun,pre
2007,773,44,295,70,2.732,94,30.05436932,0.3820874,108,4/18/2007,18-Apr,6/27/2007,27-Jun,pre
2007,774,41,264,70,2.567,94,27.45611355,0.372418794,108,4/18/2007,18-Apr,6/27/2007,27-Jun,pre
2007,775,43,292,70,2.305,101,27.03425601,0.317652887,101,4/11/2007,11-Apr,6/20/2007,20-Jun,pre
2007,745,49,366,71,3.616,118,23.65211875,0.4558849,84,3/25/2007,25-Mar,6/4/2007,4-Jun,pre
2007,746,46,360,71,6.425,99,28.06989921,0.769041626,103,4/13/2007,13-Apr,6/23/2007,23-Jun,pre
2007,747,48,360,71,5.022,98,34.35105615,0.629667699,104,4/14/2007,14-Apr,6/24/2007,24-Jun,pre
2007,748,44,337,71,3.586,109,25.89007961,0.437441816,93,4/3/2007,3-Apr,6/13/2007,13-Jun,pre
2007,750,47,333,71,4.183,98,30.21016629,0.555201461,104,4/14/2007,14-Apr,6/24/2007,24-Jun,pre
2007,751,40,256,71,1.662,88,31.32408967,0.242199764,114,4/24/2007,24-Apr,7/4/2007,4-Jul,pre
2007,752,48,315,71,2.608,111,28.32969283,0.374973767,91,4/1/2007,1-Apr,6/11/2007,11-Jun,pre
2007,753,43,310,71,3.899,100,28.85426718,0.50526491,102,4/12/2007,12-Apr,6/22/2007,22-Jun,pre
2007,756,43,295,71,3.004,106,25.69594996,0.409650461,96,4/6/2007,6-Apr,6/16/2007,16-Jun,pre
2007,757,46,287,71,3.756,96,32.35441366,0.567332547,106,4/16/2007,16-Apr,6/26/2007,26-Jun,pre
2007,758,44,272,71,2.354,104,27.9200732,0.357936546,98,4/8/2007,8-Apr,6/18/2007,18-Jun,pre
2007,759,42,271,71,3.128,82,36.50518557,0.453623108,120,4/30/2007,30-Apr,7/10/2007,10-Jul,pre
2007,760,41,265,71,5.255,88,32.18232042,0.75942222,114,4/24/2007,24-Apr,7/4/2007,4-Jul,pre
2007,761,44,265,71,4.97,96,28.27508783,0.776319034,106,4/16/2007,16-Apr,6/26/2007,26-Jun,pre
2007,762,41,280,71,3.238,93,32.04638626,0.442103196,109,4/19/2007,19-Apr,6/29/2007,29-Jun,pre
2007,763,40,299,71,5.434,88,30.50767157,0.674750641,114,4/24/2007,24-Apr,7/4/2007,4-Jul,pre
2007,764,40,282,71,4.645,91,29.94907882,0.612603712,111,4/21/2007,21-Apr,7/1/2007,1-Jul,pre
2007,765,41,280,71,3.863,82,33.81712015,0.527438124,120,4/30/2007,30-Apr,7/10/2007,10-Jul,pre
2007,766,47,350,71,2.636,111,26.1412497,0.332464632,91,4/1/2007,1-Apr,6/11/2007,11-Jun,pre
2007,767,40,265,71,3.599,96,26.65937081,0.506086417,106,4/16/2007,16-Apr,6/26/2007,26-Jun,pre
2007,768,45,310,71,4.438,97,30.22217918,0.604532974,105,4/15/2007,15-Apr,6/25/2007,25-Jun,pre
2007,769,45,310,71,3.532,108,27.53488163,0.481119979,94,4/4/2007,4-Apr,6/14/2007,14-Jun,pre
2007,770,42,253,71,2.351,101,29.8358023,0.366021973,101,4/11/2007,11-Apr,6/21/2007,21-Jun,pre
2007,771,48,338,71,2.712,108,24.72191853,0.36272527,94,4/4/2007,4-Apr,6/14/2007,14-Jun,pre
2007,772,44,298,71,2.812,99,29.62702038,0.389203319,103,4/13/2007,13-Apr,6/23/2007,23-Jun,pre
2007,773,44,295,71,2.155,94,30.35575964,0.301390317,108,4/18/2007,18-Apr,6/28/2007,28-Jun,pre
2007,774,41,264,71,2.892,94,27.87568315,0.419569596,108,4/18/2007,18-Apr,6/28/2007,28-Jun,pre
2007,775,43,292,71,2.53,101,27.38291623,0.348660219,101,4/11/2007,11-Apr,6/21/2007,21-Jun,pre
2007,745,49,366,72,4.361,118,24.20192905,0.549810301,84,3/25/2007,25-Mar,6/5/2007,5-Jun,pre
2007,746,46,360,72,6.408,99,28.83690602,0.767006808,103,4/13/2007,13-Apr,6/24/2007,24-Jun,pre
